(2, 23, 35)
(2, 15, 48)
(0, 32, 31)
(2, 14, 48)
(None, 22, 22)
(2, 22, 36)
(0, 40, 24)
(2, 15, 48)
(2, 15, 35)
(None, 27, 27)
(2, 14, 36)
(0, 34, 30)
(2, 19, 27)
(2, 23, 41)
(2, 18, 42)
(2, 31, 33)
(2, 20, 24)
(2, 16, 38)
(2, 24, 34)
(2, 15, 49)
(2, 17, 47)
(2, 20, 44)
(2, 22, 36)
(2, 20, 44)
(0, 25, 23)
(2, 11, 53)
(2, 10, 48)
(2, 21, 27)
(2, 23, 41)
(2, 18, 45)
(2, 30, 31)
(2, 23, 38)
(2, 18, 34)
(2, 18, 32)
(2, 12, 44)
(2, 4, 52)
(2, 17, 43)
(2, 12, 52)
(2, 19, 31)
(2, 31, 33)
(0, 21, 17)
(None, 32, 32)
(2, 15, 43)
(2, 20, 34)
(0, 35, 28)
(2, 24, 40)
(2, 20, 44)
(None, 24, 24)
(2, 20, 44)
(2, 12, 44)
(2, 30, 33)
(2, 22, 42)
(2, 20, 28)
(2, 15, 48)
(2, 11, 53)
(2, 19, 35)
(2, 18, 30)
(2, 8, 56)
(2, 21, 42)
(2, 15, 40)
(2, 15, 40)
(0, 24, 22)
(0, 24, 16)
(2, 14, 40)
(2, 14, 44)
(0, 24, 22)
(2, 17, 45)
(2, 14, 48)
(0, 24, 14)
(0, 25, 23)
(2, 26, 37)
(2, 10, 42)
(2, 22, 36)
(2, 24, 40)
(2, 18, 42)
(2, 23, 40)
(2, 16, 18)
(2, 19, 37)
(2, 16, 44)
(2, 19, 45)
(2, 13, 51)
(2, 19, 39)
(2, 0, 32)
(2, 16, 46)
(2, 20, 32)
(2, 16, 30)
(2, 22, 36)
(2, 15, 39)
(0, 34, 22)
(0, 36, 24)
(2, 30, 34)
(0, 37, 27)
(2, 27, 37)
(2, 26, 38)
(2, 18, 40)
(2, 19, 31)
(2, 24, 39)
(2, 19, 43)
(2, 22, 40)
(0, 32, 29)
(2, 16, 48)
(2, 26, 37)
(0, 24, 14)
(2, 14, 44)
(2, 16, 48)
(2, 16, 28)
(2, 19, 45)
(2, 18, 34)
(2, 16, 48)
(2, 16, 48)
(2, 24, 38)
(2, 24, 37)
(0, 35, 28)
(0, 36, 28)
(2, 23, 35)
(2, 8, 50)
(2, 30, 33)
(None, 32, 32)
(2, 17, 29)
(2, 12, 52)
(2, 19, 27)
(2, 22, 28)
(2, 17, 29)
(2, 20, 22)
(2, 16, 44)
(2, 15, 43)
(2, 22, 40)
(2, 19, 45)
(2, 13, 49)
(2, 15, 49)
(2, 22, 40)
(2, 18, 46)
(2, 18, 46)
(2, 9, 47)
(2, 16, 48)
(0, 32, 31)
(2, 18, 24)
(0, 21, 17)
(2, 16, 40)
(2, 27, 37)
(2, 19, 41)
(2, 13, 49)
(2, 19, 31)
(0, 27, 17)
(2, 30, 33)
(2, 22, 40)
(2, 19, 45)
(2, 21, 29)
(2, 13, 51)
(2, 14, 42)
(2, 21, 23)
(2, 11, 51)
(2, 28, 35)
(2, 24, 39)
(0, 35, 25)
(2, 7, 53)
(2, 20, 38)
(2, 12, 52)
(2, 26, 37)
(2, 15, 48)
(2, 23, 29)
(2, 15, 49)
(2, 19, 43)
(2, 14, 45)
(2, 19, 45)
(2, 19, 45)
(2, 16, 48)
(2, 24, 34)
(2, 30, 33)
(2, 19, 45)
(2, 18, 46)
(2, 8, 49)
(2, 20, 22)
(2, 13, 41)
(2, 21, 43)
(0, 30, 18)
(2, 24, 36)
(2, 23, 25)
(2, 16, 44)
(2, 22, 42)
(2, 23, 29)
(2, 19, 44)
(2, 23, 31)
(2, 21, 43)
(2, 19, 45)
(2, 17, 45)
(0, 35, 29)
(2, 26, 38)
(2, 25, 39)
(2, 13, 43)
(2, 13, 41)
(2, 23, 39)
(2, 21, 23)
(0, 45, 19)
(2, 27, 34)
(2, 15, 41)
(2, 10, 42)
(0, 25, 23)
(2, 20, 40)
(2, 15, 47)
(2, 10, 52)
(2, 20, 28)
(0, 35, 28)
(2, 19, 44)
(2, 23, 31)
(0, 32, 31)
(2, 23, 41)
(2, 15, 46)
(0, 29, 27)
(2, 18, 30)
(2, 18, 42)
(2, 8, 56)
(2, 21, 40)
(2, 15, 41)
(2, 13, 37)
(2, 14, 45)
(2, 15, 47)
(2, 18, 30)
(2, 19, 35)
(2, 26, 32)
(2, 12, 52)
(2, 10, 54)
(2, 16, 40)
(0, 26, 24)
(2, 15, 43)
(0, 37, 27)
(2, 4, 58)
(2, 19, 25)
(2, 23, 39)
(2, 22, 39)
(2, 29, 31)
(2, 24, 30)
(0, 39, 25)
(2, 14, 36)
(2, 15, 49)
(0, 39, 25)
(2, 22, 28)
(2, 18, 24)
(2, 18, 46)
(2, 25, 29)
(2, 15, 41)
(2, 17, 37)
(2, 24, 39)
(2, 13, 51)
(2, 5, 57)
(2, 13, 49)
(2, 30, 34)
(2, 15, 45)
(0, 41, 23)
(2, 27, 29)
(2, 17, 39)
(2, 30, 33)
(2, 21, 37)
(None, 24, 24)
(2, 19, 39)
(2, 20, 44)
(2, 24, 38)
(2, 24, 38)
(2, 17, 47)
(2, 24, 34)
(2, 18, 46)
(2, 18, 46)
(2, 16, 38)
(2, 14, 42)
(2, 16, 30)
(2, 8, 56)
(2, 21, 35)
(2, 10, 42)
(2, 21, 23)
(2, 15, 29)
(2, 15, 31)
(0, 36, 28)
(2, 23, 41)
(2, 17, 43)
(2, 21, 43)
(2, 22, 38)
(2, 30, 33)
(2, 18, 41)
(0, 24, 16)
(2, 20, 44)
(2, 24, 40)
(2, 23, 27)
(2, 25, 39)
(2, 17, 46)
(2, 19, 45)
(2, 20, 34)
(2, 27, 33)
(2, 16, 40)
(2, 20, 38)
(2, 12, 38)
(0, 35, 28)
(2, 17, 33)
(2, 23, 41)
(2, 18, 32)
(2, 9, 55)
(2, 15, 49)
(2, 14, 48)
(2, 19, 31)
(0, 37, 27)
(2, 13, 51)
(2, 18, 45)
(2, 16, 30)
(2, 23, 25)
(2, 19, 45)
(2, 30, 33)
(2, 13, 51)
(2, 13, 47)
(2, 21, 43)
(2, 19, 42)
(2, 24, 34)
(2, 19, 35)
(2, 10, 50)
(2, 21, 33)
(2, 11, 53)
(2, 30, 34)
(None, 16, 16)
(2, 9, 54)
(2, 18, 46)
(2, 15, 49)
(2, 16, 40)
(2, 24, 40)
(2, 16, 46)
(2, 19, 37)
(2, 16, 18)
(0, 36, 25)
(2, 17, 39)
(2, 10, 48)
(2, 12, 52)
(2, 30, 34)
(2, 30, 33)
(2, 12, 52)
(None, 18, 18)
(2, 16, 48)
(0, 26, 20)
(2, 18, 34)
(2, 12, 52)
(0, 33, 31)
(2, 22, 36)
(2, 19, 45)
(0, 44, 19)
(2, 16, 44)
(2, 11, 53)
(2, 15, 49)
(2, 20, 28)
(2, 5, 57)
(2, 20, 43)
(2, 30, 34)
(0, 25, 21)
(2, 15, 44)
(2, 28, 35)
(2, 23, 41)
(2, 16, 47)
(2, 21, 34)
(2, 19, 45)
(2, 16, 28)
(2, 16, 34)
(2, 23, 41)
(2, 13, 49)
(2, 7, 57)
(2, 19, 45)
(2, 16, 40)
(2, 18, 46)
(2, 15, 49)
(2, 20, 36)
(0, 21, 15)
(2, 15, 40)
(2, 22, 36)
(0, 41, 22)
(2, 14, 36)
(2, 16, 42)
(2, 13, 41)
(0, 32, 16)
(2, 30, 33)
(2, 6, 52)
(2, 16, 30)
(2, 14, 48)
(2, 16, 44)
(2, 21, 43)
(2, 14, 48)
(2, 21, 31)
(0, 25, 23)
(2, 31, 33)
(2, 23, 31)
(2, 24, 40)
(2, 19, 44)
(2, 30, 33)
(2, 12, 46)
(2, 20, 30)
(2, 21, 29)
(2, 16, 46)
(2, 16, 46)
(2, 24, 39)
(2, 21, 41)
(0, 39, 25)
(None, 32, 32)
(2, 22, 24)
(2, 15, 31)
(2, 21, 23)
(2, 19, 45)
(2, 13, 51)
(2, 21, 39)
(2, 19, 45)
(0, 33, 31)
(0, 34, 29)
(2, 20, 36)
(2, 24, 26)
(2, 23, 39)
(None, 21, 21)
(2, 16, 30)
(2, 20, 36)
(2, 15, 49)
(2, 12, 51)
(2, 12, 48)
(2, 28, 35)
(2, 28, 33)
(2, 23, 39)
(2, 16, 42)
(2, 17, 45)
(2, 19, 39)
(2, 20, 44)
(2, 21, 43)
(2, 24, 39)
(2, 25, 39)
(2, 16, 48)
(2, 14, 36)
(2, 26, 37)
(2, 16, 46)
(2, 6, 56)
(0, 23, 19)
(2, 31, 33)
(0, 37, 26)
(2, 15, 49)
(2, 13, 49)
(2, 13, 51)
(2, 22, 42)
(2, 18, 42)
(2, 17, 31)
(2, 15, 47)
(2, 22, 36)
(0, 29, 19)
(2, 23, 37)
(2, 16, 30)
(2, 19, 39)
(2, 16, 48)
(2, 16, 46)
(2, 15, 49)
(0, 25, 23)
(2, 21, 29)
(2, 17, 37)
(2, 28, 31)
(2, 24, 40)
(2, 19, 39)
(2, 22, 26)
(2, 18, 24)
(2, 18, 43)
(0, 34, 30)
(2, 16, 34)
(2, 22, 24)
(2, 30, 32)
(2, 15, 43)
(2, 13, 49)
(2, 17, 39)
(2, 16, 47)
(2, 17, 31)
(2, 22, 41)
(2, 11, 51)
(2, 23, 40)
(2, 17, 41)
(2, 20, 38)
(2, 13, 51)
(2, 21, 43)
(2, 25, 38)
(2, 17, 35)
(2, 21, 27)
(2, 31, 32)
(2, 18, 42)
(2, 23, 39)
(2, 23, 25)
(2, 18, 38)
(2, 24, 37)
(0, 34, 30)
(2, 24, 40)
(2, 22, 36)
(2, 18, 38)
(2, 20, 44)
(2, 6, 58)
(2, 26, 37)
(None, 16, 16)
(2, 10, 54)
(0, 28, 22)
(None, 24, 24)
(2, 22, 34)
(2, 24, 35)
(2, 23, 40)
(None, 22, 22)
(2, 19, 45)
(2, 23, 41)
(2, 11, 41)
(2, 14, 44)
(2, 15, 49)
(0, 37, 26)
(0, 25, 23)
(2, 20, 40)
(2, 18, 46)
(None, 23, 23)
(2, 9, 54)
(2, 21, 35)
(2, 15, 43)
(2, 18, 24)
(2, 16, 48)
(2, 15, 48)
(2, 21, 43)
(2, 19, 45)
(2, 4, 52)
(2, 19, 44)
(2, 22, 24)
(2, 17, 37)
(2, 12, 40)
(2, 18, 30)
(2, 15, 49)
(0, 34, 30)
(2, 11, 52)
(0, 34, 28)
(2, 17, 39)
(2, 19, 45)
(2, 20, 41)
(2, 12, 44)
(2, 13, 51)
(2, 16, 30)
(2, 22, 24)
(2, 23, 35)
(2, 26, 37)
(2, 17, 47)
(2, 18, 32)
(2, 21, 43)
(2, 20, 34)
(2, 18, 42)
(0, 27, 25)
(2, 17, 37)
(2, 20, 44)
(2, 20, 36)
(2, 23, 38)
(2, 25, 37)
(2, 15, 49)
(2, 17, 41)
(2, 13, 35)
(2, 20, 36)
(2, 16, 48)
(2, 30, 33)
(2, 18, 40)
(2, 10, 54)
(2, 24, 38)
(None, 28, 28)
(0, 25, 23)
(2, 16, 36)
(2, 11, 53)
(2, 12, 49)
(2, 16, 38)
(2, 20, 44)
(2, 12, 34)
(2, 16, 41)
(2, 15, 31)
(2, 6, 56)
(2, 14, 48)
(None, 16, 16)
(2, 13, 49)
(2, 30, 33)
(2, 19, 43)
(2, 20, 43)
(2, 18, 28)
(0, 25, 23)
(2, 19, 33)
(2, 16, 30)
(2, 17, 47)
(2, 19, 45)
(2, 25, 39)
(2, 30, 34)
(2, 21, 39)
(2, 30, 33)
(2, 12, 50)
(None, 24, 24)
(2, 9, 55)
(2, 20, 44)
(2, 20, 36)
(2, 11, 53)
(2, 26, 38)
(2, 17, 45)
(2, 12, 50)
(2, 22, 41)
(2, 18, 32)
(2, 19, 45)
(None, 22, 22)
(2, 26, 34)
(2, 15, 43)
(2, 22, 42)
(0, 32, 31)
(2, 22, 32)
(2, 24, 35)
(2, 18, 28)
(2, 23, 38)
(2, 28, 36)
(None, 24, 24)
(2, 13, 48)
(2, 23, 38)
(2, 28, 36)
(2, 23, 37)
(2, 20, 43)
(0, 24, 16)
(2, 19, 39)
(2, 23, 27)
(2, 22, 36)
(2, 30, 34)
(2, 19, 25)
(2, 17, 46)
(2, 18, 34)
(2, 23, 35)
(2, 17, 47)
(2, 14, 48)
(2, 19, 43)
(2, 20, 38)
(2, 23, 31)
(0, 30, 24)
(2, 17, 47)
(0, 41, 23)
(2, 16, 48)
(0, 33, 30)
(2, 19, 37)
(2, 20, 32)
(2, 14, 44)
(2, 13, 47)
(2, 20, 40)
(2, 21, 31)
(2, 16, 38)
(2, 20, 43)
(2, 19, 43)
(2, 15, 49)
(2, 17, 31)
(None, 24, 24)
(2, 15, 41)
(2, 22, 30)
(2, 15, 37)
(2, 17, 29)
(2, 16, 48)
(2, 13, 51)
(2, 10, 46)
(2, 21, 39)
(2, 20, 43)
(2, 15, 47)
(2, 23, 39)
(2, 15, 49)
(0, 41, 22)
(2, 16, 36)
(2, 16, 48)
(2, 21, 43)
(2, 22, 30)
(0, 21, 19)
(2, 24, 38)
(2, 18, 46)
(None, 21, 21)
(2, 12, 44)
(2, 20, 43)
(2, 13, 37)
(2, 24, 36)
(2, 14, 45)
(0, 37, 27)
(2, 18, 44)
(2, 28, 36)
(2, 11, 52)
(2, 20, 44)
(0, 35, 29)
(2, 20, 36)
(2, 14, 49)
(2, 18, 30)
(0, 23, 19)
(2, 23, 41)
(2, 16, 30)
(2, 7, 53)
(2, 15, 49)
(2, 14, 50)
(2, 20, 34)
(None, 27, 27)
(2, 30, 34)
(2, 18, 42)
(2, 18, 46)
(0, 36, 27)
(2, 21, 27)
(2, 21, 41)
(2, 13, 51)
(2, 13, 49)
(2, 8, 54)
(2, 28, 36)
(2, 13, 49)
(0, 36, 28)
(2, 16, 40)
(2, 18, 30)
(2, 19, 33)
(2, 20, 30)
(2, 15, 25)
(2, 28, 34)
(2, 21, 39)
(2, 10, 51)
(2, 12, 52)
(2, 11, 51)
(2, 15, 47)
(2, 14, 50)
(None, 24, 24)
(2, 20, 42)
(2, 20, 40)
(2, 21, 39)
(2, 16, 46)
(0, 21, 17)
(2, 27, 33)
(2, 19, 37)
(2, 20, 44)
(2, 13, 43)
(2, 23, 37)
(2, 15, 49)
(2, 18, 34)
(2, 14, 50)
(2, 9, 50)
(2, 27, 36)
(2, 28, 35)
(2, 24, 40)
(2, 11, 53)
(2, 15, 41)
(2, 19, 44)
(2, 11, 49)
(2, 21, 43)
(2, 8, 52)
(2, 15, 48)
(2, 18, 46)
(2, 21, 31)
(2, 29, 33)
(2, 13, 51)
(2, 18, 46)
(2, 24, 40)
(2, 13, 50)
(2, 13, 51)
(2, 16, 30)
(2, 19, 35)
(2, 16, 46)
(2, 20, 24)
(2, 17, 39)
(2, 17, 47)
(2, 18, 42)
(2, 18, 40)
(2, 15, 39)
(2, 12, 50)
(2, 27, 30)
(2, 15, 49)
(2, 19, 39)
(2, 27, 33)
(2, 18, 43)
(2, 10, 42)
(2, 20, 39)
(2, 14, 48)
(2, 25, 39)
(0, 33, 31)
(2, 28, 36)
(2, 23, 35)
(2, 16, 42)
(2, 20, 37)
(2, 23, 39)
(2, 13, 49)
(2, 17, 41)
(2, 13, 43)
(2, 19, 45)
(2, 12, 30)
(2, 20, 36)
(2, 16, 48)
(2, 16, 36)
(2, 18, 32)
(2, 28, 36)
(0, 35, 29)
(2, 22, 42)
(0, 39, 24)
(2, 12, 50)
(2, 20, 43)
(2, 27, 37)
(2, 15, 35)
(2, 19, 31)
(2, 16, 48)
(2, 13, 49)
(2, 13, 51)
(2, 15, 49)
(2, 18, 44)
(2, 16, 48)
(2, 20, 44)
(2, 23, 29)
(2, 16, 18)
(2, 9, 55)
(2, 24, 40)
(2, 15, 49)
(2, 21, 43)
(2, 12, 36)
(2, 15, 49)
(2, 13, 49)
(2, 26, 37)
(2, 21, 33)
(2, 22, 33)
(2, 22, 42)
(2, 22, 42)
(2, 15, 39)
(2, 12, 49)
(2, 16, 46)
(2, 15, 41)
(0, 27, 23)
(2, 17, 35)
(2, 12, 52)
(2, 18, 30)
(2, 14, 34)
(2, 21, 23)
(2, 27, 29)
(0, 25, 23)
(2, 11, 53)
(2, 15, 47)
(2, 23, 41)
(2, 18, 24)
(2, 16, 34)
(2, 27, 36)
(0, 30, 18)
(2, 10, 42)
(2, 18, 42)
(2, 15, 43)
(2, 24, 34)
(2, 15, 31)
(2, 14, 32)
(2, 14, 48)
(2, 19, 35)
(2, 15, 45)
(2, 23, 41)
(2, 22, 26)
(0, 24, 16)
(2, 19, 29)
(2, 24, 32)
(2, 16, 28)
(2, 21, 35)
(2, 28, 36)
(0, 24, 16)
(2, 20, 38)
(2, 20, 44)
(2, 11, 41)
(2, 28, 34)
(2, 11, 49)
(2, 17, 31)
(2, 16, 46)
(2, 17, 47)
(2, 31, 32)
(2, 30, 34)
(0, 26, 20)
(2, 23, 41)
(2, 21, 33)
(2, 22, 28)
(2, 22, 42)
(2, 16, 34)
(2, 16, 44)
(2, 7, 53)
(0, 37, 27)
(2, 23, 31)
(2, 16, 38)
(0, 26, 20)
(2, 13, 49)
(2, 23, 41)
(2, 17, 29)
(2, 10, 54)
(2, 17, 39)
(0, 20, 16)
(2, 18, 40)
(2, 17, 41)
(2, 20, 44)
(0, 24, 14)
(2, 18, 46)
(2, 25, 39)
(0, 29, 25)
(2, 19, 39)
(2, 11, 53)
(2, 18, 46)
(2, 21, 43)
(0, 33, 31)
(2, 16, 48)
(2, 24, 26)
(2, 26, 37)
(2, 17, 33)
(2, 17, 39)
(2, 18, 44)
(2, 17, 39)
(0, 41, 23)
(2, 17, 37)
(2, 25, 37)
(2, 19, 41)
(2, 16, 44)
(0, 41, 21)
(2, 21, 35)
(0, 24, 14)
(2, 18, 46)
(2, 17, 31)
