(2, 13, 50)
(2, 18, 40)
(2, 14, 46)
(1, 23, 21)
(2, 15, 47)
(2, 21, 37)
(1, 36, 28)
(2, 22, 38)
(2, 29, 35)
(2, 24, 36)
(2, 24, 36)
(2, 19, 35)
(2, 22, 41)
(1, 32, 31)
(1, 41, 23)
(1, 42, 22)
(2, 15, 49)
(2, 26, 32)
(2, 18, 38)
(2, 20, 40)
(1, 35, 25)
(2, 19, 45)
(1, 37, 27)
(2, 18, 46)
(2, 21, 41)
(2, 22, 38)
(2, 22, 42)
(2, 21, 42)
(2, 13, 51)
(1, 41, 23)
(2, 24, 40)
(2, 21, 43)
(2, 16, 46)
(2, 23, 41)
(2, 15, 49)
(2, 15, 47)
(2, 20, 40)
(2, 17, 47)
(2, 23, 41)
(2, 14, 40)
(2, 17, 47)
(2, 25, 35)
(1, 27, 25)
(2, 15, 49)
(2, 29, 35)
(2, 24, 32)
(2, 19, 45)
(2, 12, 52)
(2, 24, 38)
(2, 23, 41)
(2, 24, 36)
(2, 10, 54)
(2, 20, 44)
(2, 25, 39)
(2, 23, 38)
(2, 22, 42)
(2, 20, 44)
(2, 17, 47)
(2, 13, 49)
(2, 13, 49)
(2, 23, 39)
(2, 27, 36)
(2, 21, 43)
(2, 13, 51)
(2, 22, 38)
(2, 27, 37)
(2, 17, 47)
(2, 26, 36)
(2, 24, 36)
(2, 27, 36)
(1, 35, 29)
(2, 19, 44)
(1, 24, 20)
(2, 25, 38)
(2, 26, 28)
(2, 25, 37)
(1, 32, 31)
(2, 21, 41)
(2, 24, 32)
(2, 21, 43)
(2, 13, 51)
(2, 21, 41)
(2, 24, 38)
(2, 24, 34)
(2, 28, 36)
(2, 28, 34)
(2, 26, 38)
(2, 22, 42)
(2, 28, 35)
(2, 16, 46)
(1, 32, 31)
(2, 21, 39)
(2, 18, 46)
(2, 16, 48)
(2, 18, 46)
(2, 16, 44)
(1, 41, 23)
(2, 18, 36)
(1, 33, 31)
(None, 30, 30)
(2, 19, 41)
(2, 21, 37)
(2, 19, 35)
(2, 17, 47)
(2, 20, 38)
(2, 18, 44)
(2, 21, 37)
(2, 15, 49)
(2, 25, 39)
(2, 22, 38)
(2, 21, 37)
(2, 18, 46)
(1, 32, 31)
(2, 22, 40)
(2, 19, 41)
(2, 21, 37)
(None, 32, 32)
(2, 21, 37)
(2, 22, 42)
(2, 30, 32)
(2, 18, 46)
(2, 15, 47)
(2, 11, 43)
(2, 17, 47)
(2, 25, 38)
(2, 18, 46)
(2, 22, 38)
(2, 19, 41)
(2, 19, 45)
(2, 22, 39)
(2, 22, 38)
(2, 22, 42)
(2, 19, 45)
(2, 18, 46)
(2, 19, 45)
(2, 11, 53)
(2, 19, 37)
(2, 25, 35)
(2, 24, 36)
(2, 30, 32)
(2, 21, 41)
(2, 16, 48)
(2, 23, 33)
(2, 15, 45)
(1, 41, 23)
(1, 23, 19)
(2, 25, 39)
(2, 24, 36)
(2, 23, 37)
(2, 18, 46)
(2, 21, 43)
(2, 31, 32)
(2, 19, 45)
(2, 22, 38)
(2, 29, 34)
(2, 29, 35)
(2, 22, 40)
(1, 32, 28)
(2, 15, 49)
(2, 19, 45)
(2, 26, 37)
(2, 21, 37)
(2, 24, 36)
(2, 22, 40)
(2, 24, 36)
(2, 30, 34)
(2, 23, 38)
(2, 20, 40)
(2, 29, 35)
(2, 28, 34)
(2, 21, 43)
(2, 19, 45)
(2, 24, 36)
(2, 21, 41)
(2, 26, 38)
(2, 27, 36)
(2, 16, 48)
(1, 41, 23)
(2, 24, 36)
(2, 23, 41)
(2, 24, 40)
(2, 25, 35)
(2, 24, 40)
(2, 25, 36)
(1, 31, 29)
(2, 22, 38)
(2, 19, 41)
(2, 26, 28)
(2, 27, 35)
(2, 21, 39)
(2, 14, 46)
(2, 22, 40)
(2, 20, 36)
(2, 17, 47)
(2, 29, 34)
(2, 28, 36)
(2, 22, 38)
(2, 18, 46)
(2, 28, 36)
(2, 22, 39)
(2, 28, 36)
(2, 18, 36)
(2, 31, 33)
(2, 15, 47)
(2, 17, 47)
(2, 29, 35)
(2, 28, 32)
(2, 19, 41)
(2, 21, 43)
(2, 13, 49)
(2, 19, 45)
(2, 26, 36)
(1, 41, 23)
(2, 21, 43)
(1, 41, 23)
(2, 22, 39)
(2, 24, 36)
(2, 25, 39)
(2, 17, 47)
(2, 13, 49)
(2, 14, 48)
(1, 32, 31)
(2, 16, 46)
(2, 22, 42)
(2, 21, 37)
(2, 11, 43)
(2, 21, 37)
(2, 25, 35)
(2, 9, 53)
(2, 14, 50)
(2, 24, 39)
(2, 25, 35)
(2, 24, 39)
(2, 19, 45)
(2, 18, 46)
(2, 21, 35)
(2, 22, 42)
(2, 16, 48)
(2, 19, 41)
(1, 41, 22)
(1, 41, 23)
(2, 22, 39)
(2, 21, 41)
(2, 18, 44)
(2, 24, 40)
(1, 29, 25)
(2, 22, 42)
(2, 22, 42)
(2, 24, 30)
(2, 19, 41)
(2, 21, 41)
(2, 25, 39)
(2, 22, 34)
(2, 21, 41)
(2, 26, 38)
(2, 22, 42)
(1, 32, 31)
(2, 24, 36)
(2, 22, 38)
(2, 22, 39)
(2, 22, 38)
(2, 23, 31)
(2, 24, 40)
(2, 20, 38)
(2, 15, 49)
(2, 27, 35)
(2, 22, 38)
(2, 16, 46)
(2, 20, 44)
(2, 27, 35)
(2, 23, 41)
(1, 23, 19)
(2, 15, 49)
(2, 21, 43)
(2, 26, 34)
(2, 24, 38)
(2, 30, 32)
(2, 23, 41)
(2, 24, 36)
(2, 25, 37)
(2, 23, 29)
(2, 19, 41)
(2, 17, 47)
(2, 21, 43)
(2, 21, 43)
(2, 17, 47)
(2, 18, 46)
(2, 24, 36)
(2, 19, 43)
(2, 21, 37)
(2, 28, 36)
(2, 15, 49)
(2, 16, 44)
(2, 20, 40)
(2, 31, 33)
(2, 20, 36)
(2, 22, 32)
(2, 13, 49)
(2, 22, 38)
(2, 24, 38)
(2, 21, 39)
(2, 22, 42)
(2, 22, 42)
(2, 27, 37)
(1, 23, 21)
(2, 28, 34)
(2, 16, 38)
(2, 25, 38)
(2, 22, 42)
(2, 23, 41)
(2, 22, 42)
(None, 26, 26)
(2, 27, 37)
(2, 19, 41)
(2, 18, 46)
(2, 24, 36)
(2, 21, 37)
(2, 21, 39)
(2, 24, 40)
(2, 19, 42)
(2, 24, 39)
(2, 20, 36)
(2, 17, 47)
(2, 25, 39)
(2, 15, 47)
(2, 21, 43)
(None, 32, 32)
(2, 18, 46)
(2, 24, 40)
(2, 23, 29)
(2, 18, 44)
(2, 18, 46)
(2, 25, 38)
(1, 32, 31)
(1, 36, 28)
(2, 22, 38)
(2, 15, 49)
(1, 37, 25)
(2, 24, 36)
(2, 18, 46)
(2, 22, 39)
(2, 25, 35)
(2, 15, 47)
(2, 21, 42)
(2, 16, 46)
(1, 23, 19)
(2, 13, 51)
(2, 21, 43)
(2, 12, 52)
(2, 18, 46)
(2, 22, 38)
(2, 28, 36)
(2, 18, 46)
(2, 14, 48)
(2, 20, 38)
(2, 26, 38)
(2, 28, 34)
(2, 21, 42)
(2, 22, 36)
(2, 22, 38)
(2, 19, 45)
(2, 16, 46)
(2, 26, 38)
(2, 17, 45)
(2, 18, 46)
(1, 23, 21)
(2, 28, 34)
(2, 24, 38)
(1, 41, 23)
(2, 17, 47)
(2, 15, 49)
(2, 19, 45)
(2, 20, 38)
(2, 19, 33)
(2, 18, 46)
(2, 21, 37)
(2, 25, 39)
(2, 11, 53)
(1, 34, 30)
(2, 24, 40)
(2, 23, 41)
(2, 22, 38)
(2, 29, 34)
(1, 24, 20)
(2, 24, 36)
(2, 18, 46)
(2, 19, 41)
(2, 24, 39)
(2, 23, 41)
(2, 17, 45)
(2, 18, 46)
(2, 18, 36)
(2, 31, 33)
(2, 17, 47)
(2, 26, 38)
(2, 27, 36)
(2, 22, 38)
(2, 21, 41)
(2, 21, 41)
(2, 30, 32)
(2, 21, 37)
(2, 16, 48)
(2, 13, 51)
(2, 19, 45)
(2, 25, 35)
(2, 24, 40)
(2, 21, 37)
(2, 21, 41)
(2, 20, 36)
(2, 25, 37)
(2, 26, 37)
(2, 16, 46)
(2, 17, 45)
(2, 13, 50)
(2, 19, 35)
(2, 25, 37)
(2, 19, 35)
(1, 35, 25)
(2, 22, 42)
(2, 23, 29)
(2, 20, 40)
(2, 25, 35)
(2, 24, 36)
(2, 19, 41)
(2, 17, 46)
(2, 15, 49)
(2, 21, 37)
(2, 14, 40)
(2, 22, 42)
(2, 21, 42)
(2, 16, 47)
(2, 13, 51)
(2, 22, 32)
(2, 28, 34)
(2, 21, 41)
(2, 26, 38)
(2, 23, 41)
(2, 27, 36)
(2, 19, 41)
(1, 24, 20)
(2, 15, 49)
(2, 22, 39)
(2, 24, 40)
(2, 28, 36)
(2, 15, 49)
(2, 6, 58)
(2, 23, 29)
(2, 19, 45)
(2, 27, 29)
(2, 21, 37)
(2, 23, 35)
(2, 17, 47)
(1, 41, 23)
(2, 23, 41)
(2, 22, 34)
(2, 14, 46)
(2, 28, 35)
(2, 23, 38)
(1, 45, 19)
(2, 15, 49)
(2, 17, 39)
(2, 19, 44)
(2, 21, 37)
(2, 16, 46)
(2, 15, 49)
(2, 28, 34)
(2, 19, 45)
(2, 22, 38)
(2, 21, 41)
(2, 19, 45)
(2, 31, 33)
(2, 23, 41)
(2, 25, 35)
(2, 20, 40)
(2, 19, 43)
(2, 19, 45)
(1, 32, 31)
(2, 18, 46)
(2, 22, 32)
(2, 19, 45)
(2, 18, 36)
(2, 18, 46)
(2, 19, 41)
(1, 41, 23)
(2, 21, 41)
(2, 23, 39)
(2, 19, 45)
(2, 22, 42)
(2, 21, 43)
(2, 21, 43)
(2, 22, 38)
(2, 22, 38)
(2, 19, 41)
(2, 21, 41)
(2, 29, 34)
(2, 19, 45)
(2, 22, 40)
(1, 23, 19)
(None, 32, 32)
(2, 15, 49)
(2, 29, 35)
(2, 11, 43)
(2, 17, 47)
(2, 15, 49)
(2, 26, 38)
(2, 22, 39)
(2, 20, 44)
(1, 23, 19)
(2, 19, 41)
(2, 19, 42)
(2, 26, 34)
(1, 36, 28)
(2, 24, 36)
(2, 25, 37)
(2, 21, 41)
(2, 19, 37)
(2, 31, 32)
(2, 19, 45)
(2, 17, 43)
(2, 19, 45)
(2, 26, 34)
(2, 23, 41)
(2, 22, 40)
(None, 26, 26)
(2, 12, 52)
(2, 21, 37)
(2, 31, 33)
(2, 18, 46)
(2, 25, 39)
(None, 29, 29)
(2, 18, 46)
(1, 23, 19)
(2, 19, 45)
(2, 18, 46)
(2, 24, 39)
(2, 24, 32)
(2, 25, 39)
(2, 22, 38)
(2, 27, 36)
(2, 18, 38)
(2, 21, 43)
(2, 12, 50)
(1, 41, 23)
(1, 41, 23)
(2, 23, 41)
(1, 29, 25)
(1, 41, 23)
(2, 25, 35)
(2, 22, 39)
(2, 24, 40)
(2, 27, 37)
(1, 32, 31)
(2, 22, 40)
(2, 9, 55)
(2, 18, 46)
(2, 22, 42)
(2, 24, 37)
(2, 19, 45)
(2, 17, 47)
(2, 28, 36)
(2, 21, 43)
(2, 20, 42)
(2, 24, 38)
(2, 19, 45)
(2, 25, 35)
(2, 23, 38)
(2, 25, 35)
(2, 17, 47)
(2, 24, 39)
(2, 15, 47)
(2, 19, 45)
(None, 26, 26)
(1, 27, 25)
(2, 12, 52)
(1, 41, 23)
(2, 15, 49)
(2, 25, 35)
(2, 17, 46)
(2, 15, 49)
(2, 20, 42)
(2, 18, 44)
(2, 26, 36)
(2, 20, 36)
(2, 24, 36)
(2, 17, 47)
(2, 22, 39)
(2, 16, 44)
(2, 18, 46)
(2, 30, 32)
(2, 24, 36)
(2, 21, 41)
(2, 19, 45)
(2, 22, 38)
(2, 19, 45)
(2, 19, 44)
(2, 18, 46)
(2, 17, 47)
(2, 18, 46)
(2, 21, 43)
(2, 23, 41)
(2, 23, 41)
(2, 28, 32)
(2, 23, 29)
(2, 23, 40)
(1, 33, 27)
(2, 22, 42)
(2, 20, 40)
(2, 21, 41)
(2, 14, 46)
(2, 21, 43)
(2, 20, 44)
(2, 22, 42)
(2, 26, 30)
(2, 23, 40)
(2, 29, 31)
(2, 27, 35)
(2, 22, 39)
(2, 28, 34)
(2, 21, 41)
(2, 19, 45)
(2, 15, 49)
(2, 25, 38)
(2, 23, 37)
(2, 22, 41)
(2, 17, 47)
(2, 24, 36)
(2, 21, 41)
(2, 26, 37)
(2, 23, 41)
(2, 22, 39)
(2, 31, 32)
(2, 23, 37)
(2, 17, 47)
(2, 16, 44)
(2, 23, 41)
(2, 24, 32)
(2, 22, 38)
(2, 24, 40)
(2, 26, 34)
(None, 26, 26)
(2, 18, 46)
(2, 19, 37)
(2, 24, 32)
(2, 19, 33)
(2, 17, 47)
(2, 22, 38)
(2, 18, 40)
(1, 23, 19)
(2, 17, 47)
(2, 23, 41)
(2, 25, 36)
(2, 21, 43)
(2, 29, 34)
(2, 27, 36)
(2, 22, 42)
(2, 13, 50)
(2, 8, 52)
(2, 21, 41)
(2, 23, 38)
(1, 37, 27)
(1, 23, 19)
(2, 15, 49)
(2, 24, 36)
(2, 16, 46)
(2, 22, 40)
(2, 11, 53)
(2, 17, 47)
(2, 21, 37)
(2, 21, 42)
(2, 31, 33)
(2, 28, 34)
(2, 9, 55)
(2, 17, 47)
(2, 25, 39)
(2, 19, 37)
(2, 18, 45)
(2, 26, 37)
(2, 10, 54)
(2, 23, 41)
(2, 18, 38)
(2, 22, 42)
(2, 20, 44)
(2, 21, 41)
(2, 26, 38)
(2, 20, 40)
(2, 24, 40)
(2, 21, 43)
(2, 24, 36)
(2, 28, 36)
(2, 31, 33)
(2, 23, 40)
(2, 29, 32)
(1, 41, 23)
(2, 19, 45)
(2, 26, 38)
(2, 24, 38)
(2, 22, 40)
(2, 18, 46)
(2, 23, 38)
(2, 17, 45)
(2, 12, 52)
(2, 15, 47)
(2, 23, 29)
(2, 25, 38)
(2, 21, 37)
(2, 24, 36)
(2, 11, 43)
(2, 21, 41)
(1, 24, 20)
(2, 22, 42)
(2, 23, 33)
(2, 21, 43)
(2, 28, 36)
(2, 28, 34)
(2, 19, 44)
(2, 22, 39)
(2, 23, 41)
(2, 24, 36)
(2, 25, 39)
(2, 12, 46)
(2, 12, 52)
(2, 16, 46)
(1, 41, 23)
(1, 40, 24)
(2, 24, 38)
(2, 21, 43)
(2, 18, 42)
(2, 30, 34)
(2, 16, 42)
(2, 16, 46)
(2, 25, 35)
(2, 22, 42)
(2, 25, 39)
(2, 14, 48)
(2, 23, 33)
(2, 21, 41)
(2, 22, 38)
(2, 12, 52)
(1, 41, 23)
(2, 20, 36)
(2, 12, 52)
(2, 24, 32)
(2, 17, 47)
(2, 27, 29)
(2, 19, 45)
(1, 31, 29)
(2, 25, 37)
(2, 19, 45)
(2, 22, 38)
(1, 41, 23)
(2, 18, 46)
(2, 23, 38)
(2, 24, 36)
(2, 21, 39)
(2, 22, 42)
(2, 27, 35)
(1, 23, 19)
(2, 25, 39)
(2, 16, 38)
(1, 41, 23)
(2, 16, 46)
(2, 18, 44)
(2, 20, 42)
(2, 20, 44)
(2, 16, 46)
(1, 24, 20)
(2, 19, 41)
(2, 14, 46)
(2, 24, 38)
(2, 22, 39)
(1, 35, 29)
(2, 22, 42)
(2, 18, 46)
(2, 21, 43)
(2, 23, 41)
(2, 30, 34)
(2, 21, 43)
(2, 22, 42)
(2, 21, 41)
(2, 21, 42)
(2, 25, 39)
(2, 26, 34)
(2, 11, 43)
(2, 17, 47)
(2, 25, 36)
(2, 17, 47)
(2, 17, 47)
(2, 25, 35)
(2, 24, 37)
(1, 32, 24)
(2, 23, 41)
(2, 19, 37)
(2, 29, 32)
(2, 17, 43)
(2, 28, 36)
(2, 15, 49)
(2, 23, 29)
(2, 27, 35)
(1, 34, 30)
(2, 24, 36)
(2, 19, 37)
(2, 15, 49)
(2, 22, 38)
(2, 13, 50)
(2, 25, 35)
(2, 24, 36)
(2, 20, 44)
(2, 28, 36)
(2, 22, 42)
(2, 25, 27)
(2, 19, 45)
(1, 34, 29)
(2, 30, 34)
(2, 24, 36)
(2, 18, 46)
(2, 13, 49)
(2, 13, 51)
(2, 22, 38)
(2, 25, 35)
(2, 15, 47)
(2, 23, 41)
(2, 17, 47)
(2, 16, 46)
(2, 13, 50)
(2, 19, 45)
(2, 23, 40)
(2, 27, 29)
(2, 26, 38)
(2, 15, 49)
(2, 18, 46)
(2, 19, 42)
(2, 22, 41)
(2, 19, 41)
(2, 28, 36)
(2, 18, 44)
(2, 25, 35)
(2, 21, 37)
(2, 18, 46)
(2, 18, 46)
(2, 21, 42)
(2, 26, 28)
(1, 35, 29)
(2, 23, 29)
(2, 22, 42)
(2, 23, 29)
(2, 15, 49)
(2, 30, 32)
(2, 21, 41)
(2, 21, 43)
(2, 22, 38)
(2, 17, 47)
(2, 8, 56)
(2, 22, 38)
(2, 24, 40)
(2, 25, 37)
(None, 26, 26)
(2, 28, 36)
(2, 23, 38)
(2, 13, 49)
(2, 25, 35)
(2, 23, 29)
(2, 22, 40)
(2, 24, 40)
(2, 17, 47)
(2, 20, 40)
(2, 17, 47)
(2, 28, 36)
(2, 21, 42)
(2, 22, 42)
(2, 20, 42)
(2, 18, 44)
(2, 24, 38)
(2, 20, 38)
(2, 19, 39)
(2, 23, 41)
(2, 28, 36)
(2, 17, 47)
(2, 22, 40)
(2, 18, 46)
(2, 19, 45)
(2, 22, 34)
(2, 18, 46)
(2, 29, 35)
